,id,sex,Tribe,Genus,Species,sub-species,area,ellipse axe 1 length,max axe 1 length,deviation max axe 1 from center,axe 1 Moment 2,axe 1 Moment 3,axe 1 Moment 4,std axe 1 Moment 2,std axe 1 Moment 3,std axe 1 Moment 4,Perimeter,doresal/ventral,Anterior/Posterior,left/right,sub/Family,ellipse axe 2 length,max axe 2 length,deviation max axe 2 from center,axe 2 Moment 2,axe 2 Moment 3,axe 2 Moment 4,std axe 2 Moment 2,std axe 2 Moment 3,std axe 2 Moment 4,genotype,phenotype,sex-phenotype
474,97,m,Heliconiinae,Heliconius,numata,elegans,590644.0,1044.7681,1038,-2.8071,204179691392,149799349795130,117624571455468000,0.56643,0.60981,0.64357,3364.8898,,,,,,,,,,,,,,,,
475,97,m,Heliconiinae,Heliconius,numata,elegans,576420.0,1056.365,1040,68.2332,201924871437,149084799997421,117614285034262000,0.5691,0.61263,0.64624,3234.8654,,,,,,,,,,,,,,,,
476,97,m,Heliconiinae,Heliconius,numata,elegans,856192.0,1539.1782,1619,51.4068,810959403636,942676533622240,1162776699856600064,0.60113,0.6378,0.66678,4259.764,,,,,,,,,,,,,,,,
477,97,m,Heliconiinae,Heliconius,numata,elegans,854686.0,1552.0687,1602,65.5943,767800464866,878242007280936,1067640723821379968,0.59164,0.6299,0.65992,4091.7396,,,,,,,,,,,,,,,,
478,97,m,Heliconiinae,Heliconius,numata,elegans,574907.0,1055.7146,1039,65.1867,200827348033,148109345828871,116715139592022000,0.56885,0.61242,0.64605,3254.2207,,,,,,,,,,,,,,,,
479,97,m,Heliconiinae,Heliconius,numata,elegans,589562.0,1043.2804,1037,-7.1973,203352354034,149001739408398,116839558344278000,0.56635,0.60969,0.64341,3374.0786,,,,,,,,,,,,,,,,
480,248,f,Heliconiinae,Heliconius,numata,elegans,982814.0,1659.4236,1720,61.1827,1052470687250,1304171870733670,1714480384948699904,0.60165,0.63889,0.66817,4570.9528,,,,,,,,,,,,,,,,
481,248,f,Heliconiinae,Heliconius,numata,elegans,989499.0,1648.4314,1714,58.215,1049778813059,1293669619185080,1690649011104829952,0.60094,0.63796,0.66704,4490.4675,d,Ant,g,Heliconiinae,789.2218,864.0,-4.2769,192233456136.0,107054380778984.0,6.4531458973969e+16,0.51014,0.5515,0.58489,,,
482,248,f,Heliconiinae,Heliconius,numata,elegans,673902.0,1158.0453,1145,38.1893,283780018782,230130500963718,199723831452700000,0.56674,0.61046,0.6444,3455.9293,,,,,,,,,,,,,,,,
483,248,f,Heliconiinae,Heliconius,numata,elegans,662698.0,1154.5799,1162,65.9339,278971536396,226194932277458,196443817942192992,0.55836,0.60143,0.635,3528.7405,,,,,,,,,,,,,,,,
484,248,f,Heliconiinae,Heliconius,numata,elegans,995864.0,1653.1529,1715,78.8049,1052746700958,1296713831980780,1694140574340809984,0.59951,0.63672,0.66592,4576.6513,,,,,,,,,,,,,,,,
485,248,f,Heliconiinae,Heliconius,numata,elegans,984623.0,1657.1192,1718,58.8917,1050964866964,1300461832861670,1707425108496689920,0.60136,0.63864,0.66795,4559.8889,,,,,,,,,,,,,,,,
486,248,f,Heliconiinae,Heliconius,numata,elegans,663167.0,1155.5184,1156,49.8699,279305885181,226561175980715,196839447253260000,0.5614,0.60473,0.63851,3624.9242,,,,,,,,,,,,,,,,
487,248,f,Heliconiinae,Heliconius,numata,elegans,673767.0,1155.6649,1146,47.5002,297629896808,245183995506228,216025291695321984,0.57996,0.62298,0.65662,3503.2258,,,,,,,,,,,,,,,,
488,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,906357.0,1591.9942,1654,105.3791,928740547716,1117860980584210,1424643996534569984,0.61201,0.64838,0.67697,4587.8817,,,,,,,,,,,,,,,,
489,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,902258.0,1583.0208,1647,87.3956,899668405283,1071056737169740,1351075178349860096,0.60629,0.64289,0.67165,4274.6269,d,Ant,g,Heliconiinae,752.6962,823.0,-13.0105,159421633938.0,84683766992872.0,4.87120161982254e+16,0.51075,0.55219,0.5857,,,
490,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,602363.0,1089.3946,1082,-7.8793,226859469492,173855412409736,142676616811970000,0.56718,0.61078,0.64476,3347.4684,,,,,,,,,,,,,,,,
491,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,601668.0,1089.9745,1073,-12.7025,223180142858,170135570271412,138903121187694000,0.56761,0.61171,0.64601,3215.4024,,,,,,,,,,,,,,,,
492,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,909298.0,1589.8973,1655,122.7725,915834529868,1095739044810770,1389182623243909888,0.6064,0.64299,0.67176,4297.4797,,,,,,,,,,,,,,,,
493,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,906381.0,1594.6478,1652,103.3595,926078563501,1114058254029800,1419282338841920000,0.61187,0.64842,0.67714,4294.3426,,,,,,,,,,,,,,,,
494,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,602964.0,1089.6643,1069,-16.294,223402993878,170217384222218,138893215420307008,0.5694,0.61366,0.64807,3235.0176,,,,,,,,,,,,,,,,
495,359,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,605470.0,1087.6147,1075,-13.5874,227708037264,174290039523888,142823232628176000,0.57047,0.61421,0.64829,3346.7821,,,,,,,,,,,,,,,,
496,362,m,Heliconiinae,Heliconius,numata,elegans,1046001.0,1679.543,1737,113.683,1105828488665,1370815137914100,1806098368815790080,0.59194,0.63001,0.65994,4569.0188,,,,,,,,,,,,,,,,
497,362,m,Heliconiinae,Heliconius,numata,elegans,1071278.0,1703.8978,1760,109.3261,1154854598254,1447557390149000,1928531155596209920,0.58993,0.62815,0.65814,4537.9406,d,Ant,g,Heliconiinae,821.0612,888.0,-78.6897,221325562097.0,127686709294745.0,7.97979213330847e+16,0.51186,0.5542,0.58831,,,
498,362,m,Heliconiinae,Heliconius,numata,elegans,734703.0,1164.1682,1172,60.4728,299682892369,241933027518191,209884373390248992,0.54494,0.58921,0.62379,4142.8035,,,,,,,,,,,,,,,,
499,362,m,Heliconiinae,Heliconius,numata,elegans,744858.0,1161.0037,1180,11.3742,314172420570,255762819856878,223324779186876000,0.55038,0.59343,0.6271,3840.4949,,,,,,,,,,,,,,,,
500,362,m,Heliconiinae,Heliconius,numata,elegans,1077107.0,1707.9203,1765,110.3503,1166218015991,1465321153874760,1957138403049900032,0.58954,0.62779,0.6578,4621.3792,,,,,,,,,,,,,,,,
501,362,m,Heliconiinae,Heliconius,numata,elegans,1049072.0,1679.8069,1742,110.9853,1104615222773,1367600044778730,1799940214416199936,0.58905,0.6271,0.657,4588.3082,,,,,,,,,,,,,,,,
502,362,m,Heliconiinae,Heliconius,numata,elegans,749875.0,1158.811,1178,-21.4762,315638500068,256672467108770,223919332035868000,0.55075,0.59382,0.62752,3825.7253,,,,,,,,,,,,,,,,
503,362,m,Heliconiinae,Heliconius,numata,elegans,735052.0,1162.4409,1174,55.5977,300404078138,242539082555778,210422897179297984,0.54453,0.5886,0.62305,4138.6614,,,,,,,,,,,,,,,,
504,4,m,Heliconiinae,Heliconius,numata,bicoloratus,1042002.0,1696.6857,1779,77.0682,1194817598388,1528549715476800,2074974048847990016,0.60192,0.6387,0.66774,4836.7762,d,Ant,d,Heliconiinae,803.1015,879.0,-15.2327,211287701552.0,120014278367590.0,7.37368161388932e+16,0.51229,0.55352,0.58677,,,
505,4,m,Heliconiinae,Heliconius,numata,bicoloratus,1042956.0,1700.0193,1777,76.7166,1185168368826,1511509105808330,2045470257803279872,0.59989,0.63684,0.66595,4930.298,,,,,,,,,,,,,,,,
506,4,m,Heliconiinae,Heliconius,numata,bicoloratus,547216.0,1088.3461,1068,8.2513,218748971933,172459003636801,146531027124340000,0.592,0.63719,0.67355,3663.2745,,,,,,,,,,,,,,,,
507,4,m,Heliconiinae,Heliconius,numata,bicoloratus,687913.0,1130.1419,1115,-0.24631,279336704287,222374595739823,189711038269644992,0.57151,0.61552,0.64993,3561.1496,,,,,,,,,,,,,,,,
508,4,m,Heliconiinae,Heliconius,numata,bicoloratus,1047452.0,1709.1801,1798,91.5234,1257118174358,1638097251071530,2263402852641649920,0.6093,0.64557,0.67432,5062.3569,,,,,,,,,,,,,,,,
509,4,m,Heliconiinae,Heliconius,numata,bicoloratus,1041564.0,1697.0057,1781,71.9367,1192583239648,1525113179196930,2069786025127269888,0.60081,0.63759,0.66665,4873.6879,,,,,,,,,,,,,,,,
510,4,m,Heliconiinae,Heliconius,numata,bicoloratus,688363.0,1129.9756,1121,-25.6084,290167789489,233921560359935,201985482816900000,0.57918,0.62251,0.65655,3607.9781,,,,,,,,,,,,,,,,
511,4,m,Heliconiinae,Heliconius,numata,bicoloratus,547890.0,1089.0524,1066,2.0484,218553221129,172286455372805,146406221226347008,0.59248,0.63791,0.67446,3628.1618,,,,,,,,,,,,,,,,
512,5,m,Heliconiinae,Heliconius,numata,bicoloratus,1042095.0,1648.762,1715,123.4602,1097433984941,1350370914469890,1763291920642010112,0.59837,0.6357,0.66503,4461.2371,,,,,,,,,,,,,,,,
513,5,m,Heliconiinae,Heliconius,numata,bicoloratus,1056220.0,1680.7304,1746,139.9323,1152394605795,1443258291525570,1918054428267960064,0.59825,0.63555,0.66486,4469.3376,d,Ant,g,Heliconiinae,823.6647,887.0,-60.7254,221092962046.0,128206924588950.0,8.05156703160871e+16,0.51581,0.55821,0.59239,,,
514,5,m,Heliconiinae,Heliconius,numata,bicoloratus,663254.0,1073.0231,1123,54.1105,240976323283,181815589711185,147267221729903008,0.53674,0.57846,0.61126,3602.1791,,,,,,,,,,,,,,,,
515,5,m,Heliconiinae,Heliconius,numata,bicoloratus,729883.0,1162.7394,1135,-7.625,295145262185,236872560056381,203765057116976000,0.56027,0.60547,0.64043,3537.8948,,,,,,,,,,,,,,,,
516,5,m,Heliconiinae,Heliconius,numata,bicoloratus,1063991.0,1685.9276,1749,141.0721,1163813193903,1460398387289780,1944939996980019968,0.59797,0.63541,0.66482,4556.2076,,,,,,,,,,,,,,,,
517,5,m,Heliconiinae,Heliconius,numata,bicoloratus,1044594.0,1651.4475,1717,126.9215,1099752429244,1353923824766860,1769173737109100032,0.59759,0.63501,0.66441,4484.6513,,,,,,,,,,,,,,,,
518,5,m,Heliconiinae,Heliconius,numata,bicoloratus,730975.0,1161.9159,1135,-45.0801,295863123261,237462687128485,204274282417147008,0.56053,0.60567,0.64059,3521.2918,,,,,,,,,,,,,,,,
519,5,m,Heliconiinae,Heliconius,numata,bicoloratus,664242.0,1071.9446,1124,37.6995,240808107145,181545611534789,146971419722068000,0.53568,0.57737,0.61018,3603.4928,,,,,,,,,,,,,,,,
520,6,m,Heliconiinae,Heliconius,numata,bicoloratus,855772.0,1538.0986,1587,60.8549,754177036368,854551393585634,1029522573989440000,0.59154,0.62982,0.65992,4204.7274,,,,,,,,,,,,,,,,
521,6,m,Heliconiinae,Heliconius,numata,bicoloratus,865452.0,1562.1463,1623,79.2592,803644185122,931351575529960,1146630551331100032,0.59373,0.6314,0.66104,4269.3304,d,Ant,g,Heliconiinae,724.6755,796.0,-28.9878,141096828392.0,72089590917944.0,3.98882272907269e+16,0.50725,0.54865,0.58209,,,
522,6,m,Heliconiinae,Heliconius,numata,bicoloratus,572002.0,1020.5663,1013,0.21185,178413844399,125957898366839,95463388520057296,0.55132,0.59612,0.63096,3147.8877,,,,,,,,,,,,,,,,
523,6,m,Heliconiinae,Heliconius,numata,bicoloratus,566232.0,1004.2658,989,19.4003,181578315795,128746065096869,97961401338938400,0.57258,0.61714,0.65211,3319.3679,,,,,,,,,,,,,,,,
524,6,m,Heliconiinae,Heliconius,numata,bicoloratus,871313.0,1570.0207,1629,80.225,812015242126,943925526012726,1166090559077659904,0.59262,0.63047,0.66027,4245.833,,,,,,,,,,,,,,,,
525,6,m,Heliconiinae,Heliconius,numata,bicoloratus,854003.0,1535.35,1586,58.8859,750539642223,849197638062579,1021611283388659968,0.59109,0.62933,0.65941,4159.2644,,,,,,,,,,,,,,,,
526,6,m,Heliconiinae,Heliconius,numata,bicoloratus,566031.0,1004.4366,987,6.5333,178560722627,125924395754675,95319470269925408,0.56906,0.61391,0.64904,3329.2846,,,,,,,,,,,,,,,,
527,6,m,Heliconiinae,Heliconius,numata,bicoloratus,571530.0,1018.6324,1014,-0.64804,177967941470,125504036170226,95018118660832496,0.55032,0.59498,0.62973,3156.7161,,,,,,,,,,,,,,,,
528,7,m,Heliconiinae,Heliconius,numata,bicoloratus,1120114.0,1747.9362,1810,130.0006,1319128428544,1717559822223390,2373289123013109760,0.59956,0.6371,0.66657,4855.1336,,,,,,,,,,,,,,,,
529,7,m,Heliconiinae,Heliconius,numata,bicoloratus,1124187.0,1759.1389,1810,119.0133,1310956078202,1704257641399780,2352347435419749888,0.59662,0.63468,0.66449,4813.9721,d,Ant,g,Heliconiinae,835.4775,895.0,-73.9408,235966094542.0,137656803591356.0,8.69589575258814e+16,0.5119,0.55483,0.58925,,,
530,7,m,Heliconiinae,Heliconius,numata,bicoloratus,761033.0,1158.0681,1138,27.6199,309636206271,248411542586135,213452687756060000,0.56051,0.60504,0.63949,3737.3506,,,,,,,,,,,,,,,,
531,7,m,Heliconiinae,Heliconius,numata,bicoloratus,768118.0,1185.7261,1161,43.2574,335518363519,277726889806387,246115492625604000,0.56926,0.61362,0.64803,3872.4461,,,,,,,,,,,,,,,,
532,7,m,Heliconiinae,Heliconius,numata,bicoloratus,1117000.0,1752.8735,1802,123.4002,1295718127615,1679264862078920,2310288160449319936,0.59769,0.63572,0.6655,4742.031,,,,,,,,,,,,,,,,
533,7,m,Heliconiinae,Heliconius,numata,bicoloratus,1117553.0,1744.6576,1807,104.8446,1313352528228,1707758562087000,2356373046010619904,0.59993,0.63742,0.66686,4789.1265,,,,,,,,,,,,,,,,
534,7,m,Heliconiinae,Heliconius,numata,bicoloratus,773818.0,1184.8513,1160,21.4868,339637069245,281521566364637,249824205853070016,0.57112,0.61541,0.64982,3864.6715,,,,,,,,,,,,,,,,
535,7,m,Heliconiinae,Heliconius,numata,bicoloratus,760441.0,1157.4729,1139,26.2013,308889216833,247683732570019,212759655971727008,0.55956,0.60407,0.63853,3729.4339,,,,,,,,,,,,,,,,
536,12,f,Heliconiinae,Heliconius,numata,bicoloratus,923546.0,1612.3376,1686,83.4112,964270274062,1172355946753400,1508917531283079936,0.60606,0.64221,0.67057,4807.3519,,,,,,,,,,,,,,,,
537,12,f,Heliconiinae,Heliconius,numata,bicoloratus,947305.0,1629.1397,1692,60.1725,981985153749,1193564046333840,1536338489790490112,0.60174,0.63834,0.66696,4434.96,d,Ant,g,Heliconiinae,772.1875,852.0,4.2021,178376159193.0,97668232723563.0,5.79519265101425e+16,0.50931,0.55036,0.58372,,,
538,12,f,Heliconiinae,Heliconius,numata,bicoloratus,534150.0,1057.7544,1122,-44.0246,241971038028,194349651911176,165874018761870016,0.59987,0.63628,0.66533,3675.1913,,,,,,,,,,,,,,,,
539,12,f,Heliconiinae,Heliconius,numata,bicoloratus,567714.0,1156.9715,1101,-25.4027,223855073122,178281001591742,152112341222078016,0.57034,0.61736,0.65346,3981.2989,,,,,,,,,,,,,,,,
540,12,f,Heliconiinae,Heliconius,numata,bicoloratus,950425.0,1632.0483,1695,59.4421,981718532160,1192515130698390,1534513912982210048,0.5996,0.63632,0.66503,4421.4625,,,,,,,,,,,,,,,,
541,12,f,Heliconiinae,Heliconius,numata,bicoloratus,922976.0,1614.5997,1684,92.0319,955975477876,1159366248286720,1488878084483239936,0.60435,0.64072,0.66923,4756.2564,,,,,,,,,,,,,,,,
542,12,f,Heliconiinae,Heliconius,numata,bicoloratus,567066.0,1155.3466,1102,-25.8032,223069127021,177450468550439,151244715077680992,0.56914,0.61607,0.65212,3998.5121,,,,,,,,,,,,,,,,
543,12,f,Heliconiinae,Heliconius,numata,bicoloratus,531150.0,1053.0528,1110,-73.6031,229606646299,181115851539995,151948425201851008,0.59233,0.6294,0.65887,3552.6644,,,,,,,,,,,,,,,,
544,28,m,Heliconiinae,Heliconius,numata,bicoloratus,903706.0,1592.5064,1643,117.125,867295689572,1021778630791800,1277588345185319936,0.59626,0.63407,0.66367,4165.0533,d,Ant,d,Heliconiinae,742.6958,801.0,-44.9432,152729530637.0,79602357258057.0,4.49038732600198e+16,0.51323,0.55548,0.58943,,,
545,28,m,Heliconiinae,Heliconius,numata,bicoloratus,806590.0,1598.2356,1616,212.844,717564801115,828526920766327,1020272781347059968,0.58366,0.62437,0.65626,4908.5651,,,,,,,,,,,,,,,,
546,28,m,Heliconiinae,Heliconius,numata,bicoloratus,586274.0,1038.3717,1023,17.8728,194472602655,140453166138343,108648949319460000,0.56299,0.60711,0.64137,3143.1181,,,,,,,,,,,,,,,,
547,28,m,Heliconiinae,Heliconius,numata,bicoloratus,490352.0,906.2829,945,29.2766,129177348371,82521093813815,56438307007063696,0.54313,0.58423,0.61636,3718.6471,,,,,,,,,,,,,,,,
548,28,m,Heliconiinae,Heliconius,numata,bicoloratus,811424.0,1605.1232,1623,212.6277,724757564255,839266807420197,1036763611459900032,0.58231,0.62311,0.65507,4861.0504,,,,,,,,,,,,,,,,
549,28,m,Heliconiinae,Heliconius,numata,bicoloratus,900346.0,1587.7153,1637,118.6011,857672026152,1006889417159380,1254562472026139904,0.59622,0.63408,0.6637,4150.8107,,,,,,,,,,,,,,,,
550,28,m,Heliconiinae,Heliconius,numata,bicoloratus,489344.0,907.8074,948,22.8413,128763313375,82307990143305,56350803268773504,0.5411,0.58228,0.61449,3716.8309,,,,,,,,,,,,,,,,
551,28,m,Heliconiinae,Heliconius,numata,bicoloratus,584800.0,1035.5096,1021,15.2497,192341964382,138435297181126,106750594816440992,0.5617,0.60588,0.6402,3139.2186,,,,,,,,,,,,,,,,
552,29,m,Heliconiinae,Heliconius,numata,bicoloratus,1088268.0,1750.8039,1816,79.3995,1277056092890,1662869702808890,2299900420015310080,0.59651,0.63425,0.66394,4607.3275,d,Ant,d,Heliconiinae,810.5329,882.0,-40.0235,222173417830.0,126930222502052.0,7.84477119223855e+16,0.51228,0.55395,0.58748,,,
553,29,m,Heliconiinae,Heliconius,numata,bicoloratus,1083729.0,1726.8554,1762,81.3694,1167586618964,1469538552387790,1966881950349659904,0.58909,0.62818,0.65873,4588.6757,,,,,,,,,,,,,,,,
554,29,m,Heliconiinae,Heliconius,numata,bicoloratus,747022.0,1170.4435,1168,-13.5221,328808052602,271963953642674,240959190702409984,0.56802,0.61134,0.64522,3642.6887,,,,,,,,,,,,,,,,
555,29,m,Heliconiinae,Heliconius,numata,bicoloratus,736350.0,1163.4496,1168,28.9526,309949104324,252283358662032,220388155683129984,0.55547,0.59909,0.63326,4231.3477,,,,,,,,,,,,,,,,
556,29,m,Heliconiinae,Heliconius,numata,bicoloratus,1083831.0,1727.7653,1759,67.8651,1166839681736,1468241301205900,1964452158110990080,0.58987,0.62904,0.65964,4525.4452,,,,,,,,,,,,,,,,
557,29,m,Heliconiinae,Heliconius,numata,bicoloratus,1086645.0,1747.5255,1815,78.2229,1274688312785,1658526671608780,2291828529193070080,0.59674,0.63436,0.66397,4659.4036,,,,,,,,,,,,,,,,
558,29,m,Heliconiinae,Heliconius,numata,bicoloratus,738910.0,1164.4918,1170,34.4886,313285482614,255719281255262,224034780766353984,0.55653,0.60007,0.63423,4221.0807,,,,,,,,,,,,,,,,
559,29,m,Heliconiinae,Heliconius,numata,bicoloratus,746694.0,1170.9168,1168,-25.6687,328884372630,272146594082480,241244010976907008,0.56821,0.61157,0.64548,3621.0908,,,,,,,,,,,,,,,,
560,30,f,Heliconiinae,Heliconius,numata,bicoloratus,826139.0,1559.442,1626,97.1601,739679945186,847121670144418,1033542815976029952,0.58194,0.62017,0.65043,4523.2686,,,,,,,,,,,,,,,,
561,30,f,Heliconiinae,Heliconius,numata,bicoloratus,881427.0,1584.0256,1637,87.6109,865961193075,1024860099026090,1284736431551589888,0.60549,0.64236,0.67121,4293.6807,d,Ant,g,Heliconiinae,738.6551,810.0,-24.0662,146776593320.0,76140387119586.0,4.28592749437204e+16,0.50379,0.54575,0.57974,,,
562,30,f,Heliconiinae,Heliconius,numata,bicoloratus,574809.0,1081.7584,1062,-16.9182,207699663675,156691943109265,126634309914914000,0.56602,0.61054,0.64511,3185.8044,,,,,,,,,,,,,,,,
563,30,f,Heliconiinae,Heliconius,numata,bicoloratus,559274.0,1072.1985,1067,-9.5224,198729293790,148874642377140,119674795094696992,0.55867,0.60288,0.63743,3157.4024,,,,,,,,,,,,,,,,
564,30,f,Heliconiinae,Heliconius,numata,bicoloratus,888790.0,1588.884,1642,86.3704,868059678372,1026365974448620,1286024431592829952,0.60187,0.63894,0.66794,4207.296,,,,,,,,,,,,,,,,
565,30,f,Heliconiinae,Heliconius,numata,bicoloratus,837620.0,1566.7512,1634,128.2804,752277824830,864004970791376,1057627054785139968,0.57998,0.61835,0.64874,4521.4208,,,,,,,,,,,,,,,,
566,30,f,Heliconiinae,Heliconius,numata,bicoloratus,563167.0,1074.3737,1068,-33.5466,200890312946,150806034510870,121483662533672000,0.55923,0.60352,0.63811,3156.6988,,,,,,,,,,,,,,,,
567,30,f,Heliconiinae,Heliconius,numata,bicoloratus,576851.0,1082.0829,1062,-17.819,208424303805,157272406941045,127144576514299008,0.566,0.61057,0.64518,3213.7039,,,,,,,,,,,,,,,,
568,34,m,Heliconiinae,Heliconius,numata,bicoloratus,998779.0,1649.2351,1697,51.1254,1006328203098,1218677060659500,1567712806639190016,0.5915,0.62969,0.65958,4438.9011,d,Ant,d,Heliconiinae,796.0091,867.0,-51.7567,193480549749.0,108340938301171.0,6.5844496202812e+16,0.50765,0.55008,0.58444,,,
569,34,m,Heliconiinae,Heliconius,numata,bicoloratus,997084.0,1634.8317,1692,90.052,994543074973,1197881176537750,1533201139662390016,0.59026,0.62829,0.65814,4513.5285,,,,,,,,,,,,,,,,
570,34,m,Heliconiinae,Heliconius,numata,bicoloratus,673623.0,1107.857,1096,-16.4168,261711201845,203509167136187,169332063852920992,0.56871,0.61223,0.64606,3361.9537,,,,,,,,,,,,,,,,
571,34,m,Heliconiinae,Heliconius,numata,bicoloratus,669758.0,1104.7468,1079,85.3511,249738913510,191632731665152,157426477920708000,0.56593,0.6107,0.64531,3467.7527,,,,,,,,,,,,,,,,
572,34,m,Heliconiinae,Heliconius,numata,bicoloratus,988142.0,1637.0301,1687,92.951,986281864008,1188186947837370,1520404669062340096,0.59221,0.63034,0.66019,4386.5163,,,,,,,,,,,,,,,,
573,34,m,Heliconiinae,Heliconius,numata,bicoloratus,998827.0,1648.8023,1697,108.4268,1005777363219,1217733249258620,1566262562085329920,0.59132,0.62951,0.65942,4453.629,,,,,,,,,,,,,,,,
574,34,m,Heliconiinae,Heliconius,numata,bicoloratus,669526.0,1105.19,1081,82.4705,249625284066,191571729873080,157403917889779008,0.56485,0.60958,0.64415,3441.8532,,,,,,,,,,,,,,,,
575,34,m,Heliconiinae,Heliconius,numata,bicoloratus,672341.0,1106.6507,1094,-15.6717,258992600327,200741622818695,166503107299268000,0.56732,0.61094,0.64482,3366.2308,,,,,,,,,,,,,,,,
576,61,m,Heliconiinae,Heliconius,numata,bicoloratus,1113236.0,1718.3218,1781,123.4347,1254546823468,1599057269620780,2162871878915089920,0.59605,0.63352,0.6629,4595.6462,d,Ant,d,Heliconiinae,848.7372,921.0,-62.3865,251427654634.0,150829487351334.0,9.78905804976783e+16,0.516,0.55766,0.59126,,,
577,61,m,Heliconiinae,Heliconius,numata,bicoloratus,1106021.0,1708.8809,1772,67.4094,1237933382220,1571378897697430,2116430385333669888,0.59704,0.63442,0.66374,4671.3864,,,,,,,,,,,,,,,,
578,61,m,Heliconiinae,Heliconius,numata,bicoloratus,707570.0,1188.5876,1167,149.407,305910746235,251939660905927,221836010167388992,0.56343,0.60735,0.6412,3659.5172,,,,,,,,,,,,,,,,
579,61,m,Heliconiinae,Heliconius,numata,bicoloratus,757996.0,1151.1778,1161,110.2082,305369024431,244517697156995,210188263720188000,0.5467,0.59072,0.62503,3821.6004,,,,,,,,,,,,,,,,
580,61,m,Heliconiinae,Heliconius,numata,bicoloratus,1104761.0,1708.5402,1771,82.7925,1231527109136,1561163129608740,2100282913893929984,0.59617,0.63364,0.66303,4657.9133,,,,,,,,,,,,,,,,
581,61,m,Heliconiinae,Heliconius,numata,bicoloratus,1107660.0,1715.3239,1778,133.1834,1242026638061,1579561370588050,2131904467919140096,0.59557,0.63306,0.66246,4654.9255,,,,,,,,,,,,,,,,
582,61,m,Heliconiinae,Heliconius,numata,bicoloratus,761566.0,1153.0181,1161,102.3142,307821511496,246798995833062,212351419779272992,0.5476,0.59162,0.6259,3782.9558,,,,,,,,,,,,,,,,
583,61,m,Heliconiinae,Heliconius,numata,bicoloratus,704022.0,1185.6148,1166,149.2636,304164299435,250259084020801,220157468695428000,0.56372,0.60753,0.64134,3836.2035,,,,,,,,,,,,,,,,
584,62,m,Heliconiinae,Heliconius,numata,bicoloratus,1102652.0,1728.1495,1767,99.0296,1220257553571,1548875908738640,2088179909404250112,0.59535,0.63381,0.66389,4580.568,d,Ant,d,Heliconiinae,837.5042,902.0,-34.8008,231584011290.0,135576005534124.0,8.61366543046056e+16,0.50808,0.55128,0.58611,,,
585,62,m,Heliconiinae,Heliconius,numata,bicoloratus,1096840.0,1724.5908,1760,103.6207,1213949239762,1540120349363160,2075190081046990080,0.59775,0.63625,0.66637,4638.8767,,,,,,,,,,,,,,,,
586,62,m,Heliconiinae,Heliconius,numata,bicoloratus,738222.0,1155.115,1143,33.459,301840626796,242194290679658,208096483253380992,0.55943,0.60341,0.63749,3851.9019,,,,,,,,,,,,,,,,
587,62,m,Heliconiinae,Heliconius,numata,bicoloratus,717315.0,1165.0271,1142,-5.3056,297426531265,240258004018141,207660572820116992,0.56386,0.60812,0.64231,4014.5781,,,,,,,,,,,,,,,,
588,62,m,Heliconiinae,Heliconius,numata,bicoloratus,1101207.0,1727.8583,1764,96.7942,1221289039871,1551899713972250,2095034570373050112,0.597,0.63557,0.66578,4627.0777,,,,,,,,,,,,,,,,
589,62,m,Heliconiinae,Heliconius,numata,bicoloratus,1103556.0,1729.1995,1766,101.2018,1219189070925,1547043455490350,2085344342794459904,0.59518,0.63374,0.6639,4595.7224,,,,,,,,,,,,,,,,
590,62,m,Heliconiinae,Heliconius,numata,bicoloratus,718371.0,1163.7161,1142,15.9887,297426903116,240085716498096,207390791071000992,0.56344,0.60768,0.64187,4035.7913,,,,,,,,,,,,,,,,
591,62,m,Heliconiinae,Heliconius,numata,bicoloratus,739827.0,1153.6555,1142,27.0375,302665145830,242819780368562,208618903682574016,0.56008,0.60402,0.6381,3856.6887,,,,,,,,,,,,,,,,
592,79,f,Heliconiinae,Heliconius,numata,bicoloratus,1164841.0,1745.3283,1812,90.5266,1348822296059,1743990297937230,2394365664070989824,0.59386,0.63135,0.6608,4825.0016,d,Ant,d,Heliconiinae,878.4527,959.0,-32.2636,276739664239.0,171304016339793.0,1.1505011210392e+17,0.50826,0.5504,0.58457,,,
593,79,f,Heliconiinae,Heliconius,numata,bicoloratus,1165051.0,1747.729,1824,96.6066,1379634772330,1799385761456180,2490543512627610112,0.5966,0.63373,0.66292,4919.3691,,,,,,,,,,,,,,,,
594,79,f,Heliconiinae,Heliconius,numata,bicoloratus,677201.0,1212.9611,1188,-126.3689,271950149393,223923577783661,199372032989092992,0.53342,0.58207,0.62004,3722.9903,,,,,,,,,,,,,,,,
