,id,sex,genotype,phenotype_x,Perimeter,area,ellipse axe 1 length,max axe 1 length,deviation max axe 1 from center,axe 1 Moment 2,axe 1 Moment 3,axe 1 Moment 4,std axe 1 Moment 2,std axe 1 Moment 3,std axe 1 Moment 4,phenotype_y,Tribe,Genus,Species,sub-species,doresal/ventral,Anterior/Posterior,left/right,sub/Family,ellipse axe 2 length,max axe 2 length,deviation max axe 2 from center,axe 2 Moment 2,axe 2 Moment 3,axe 2 Moment 4,std axe 2 Moment 2,std axe 2 Moment 3,std axe 2 Moment 4,phenotype,sex-phenotype
87,377,f,,,3795.174,711046,1225.6976,1259,55.8746,3.66368E+11,3.23866E+14,3.06E+17,0.57014,0.61113,0.64334,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
88,378,f,,,4867.6462,1116539,1786.224,1863,128.0021,1.48724E+12,2.02971E+15,2.93E+18,0.6195,0.6551,0.6831,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,835.2734,926,63.5764,2.42156E+11,1.4304E+14,9.18E+16,0.50292,0.5444,0.57825,,
89,378,f,,,4813.7123,1106464,1765.569,1849,107.6964,1.41139E+12,1.89107E+15,2.68E+18,0.61083,0.64663,0.67474,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,834.6437,925,-7.6142,2.39132E+11,1.41018E+14,9.03E+16,0.50258,0.54405,0.57784,,
90,378,f,,,3354.9932,307755,1385.576,1271,-149.9163,1.74639E+11,1.65835E+14,1.68E+17,0.59268,0.64024,0.67614,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
91,378,f,,,3699.1669,749115,1262.5671,1290,17.8166,3.95174E+11,3.55901E+14,3.43E+17,0.56303,0.60488,0.63773,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
92,378,f,,,4798.0382,1108634,1765.7525,1852,101.9789,1.41595E+12,1.89813E+15,2.69E+18,0.61022,0.64596,0.67403,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,836.3579,926,-5.4761,2.40585E+11,1.42185E+14,9.13E+16,0.50307,0.5446,0.57846,,
93,378,f,,,4859.026,1115047,1786.1441,1864,141.3996,1.48455E+12,2.0257E+15,2.92E+18,0.61902,0.65461,0.6826,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,834.1205,924,54.8185,2.41449E+11,1.4248E+14,9.13E+16,0.50361,0.54511,0.57897,,
94,378,f,,,3709.4095,749039,1264.226,1299,10.6517,4.08399E+11,3.7212E+14,3.63E+17,0.56844,0.6097,0.64221,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
95,378,f,,,3331.8532,307050,1386.189,1271,-133.3523,1.75232E+11,1.66689E+14,1.69E+17,0.59437,0.64183,0.67765,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
96,382,f,,,4907.1265,1098648,1797.4756,1873,122.7269,1.4833E+12,2.03671E+15,2.95E+18,0.62037,0.65587,0.68371,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,818.2069,910,27.1554,2.28569E+11,1.32124E+14,8.29E+16,0.50123,0.54242,0.57599,,
97,382,f,,,4831.8372,1083691,1778.0302,1853,144.3208,1.38181E+12,1.85268E+15,2.63E+18,0.60939,0.64529,0.67335,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,816.3997,915,-4.9808,2.27129E+11,1.3158E+14,8.28E+16,0.50034,0.54118,0.5746,,
98,382,f,,,3610.907,729666,1228.5921,1287,45.0949,3.97258E+11,3.58316E+14,3.45E+17,0.57332,0.61301,0.64453,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
99,382,f,,,3626.6055,747594,1262.8118,1291,63.7611,3.9635E+11,3.57201E+14,3.44E+17,0.564,0.60556,0.63814,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
100,382,f,,,4838.1559,1084433,1778.9431,1853,153.6305,1.40015E+12,1.88636E+15,2.69E+18,0.61321,0.64903,0.67707,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,816.5202,914,-5.3439,2.26762E+11,1.31282E+14,8.26E+16,0.50031,0.54124,0.57472,,
101,382,f,,,4885.7123,1098017,1798.6264,1872,151.1227,1.47481E+12,2.02155E+15,2.93E+18,0.61909,0.65472,0.68262,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,817.0824,909,30.2584,2.27319E+11,1.31123E+14,8.21E+16,0.50055,0.54174,0.5753,,
102,382,f,,,3645.6938,748482,1264.6096,1293,68.679,3.98165E+11,3.59373E+14,3.47E+17,0.56408,0.60561,0.63815,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
103,382,f,,,3626.2379,733265,1231.5734,1286,52.6167,3.97002E+11,3.57809E+14,3.45E+17,0.57217,0.61219,0.64393,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
104,383,f,,,5230.4961,1249472,1890.4044,1996,159.9825,1.94133E+12,2.84648E+15,4.41E+18,0.62449,0.65922,0.68662,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,883.4195,967,47.8768,2.96211E+11,1.83757E+14,1.24E+17,0.50351,0.54586,0.58024,,
105,383,f,,,5086.3956,1244779,1883.2362,1961,134.3799,1.81519E+12,2.59656E+15,3.93E+18,0.6158,0.65156,0.67957,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,883.043,961,-13.7574,2.9573E+11,1.8357E+14,1.24E+17,0.5072,0.54977,0.58434,,
106,383,f,,,3927.174,865502,1360.5658,1386,97.7156,5.41694E+11,5.27968E+14,5.49E+17,0.57079,0.6119,0.64401,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
107,383,f,,,3861.8431,855773,1349.8901,1380,54.0971,5.28733E+11,5.11945E+14,5.29E+17,0.56959,0.61058,0.64266,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
108,383,f,,,5160.3123,1245712,1884.4604,1963,150.1202,1.8175E+12,2.60091E+15,3.93E+18,0.61533,0.6511,0.67911,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,882.9877,960,9.5715,2.95593E+11,1.8341E+14,1.24E+17,0.50742,0.55004,0.58465,,
109,383,f,,,5201.224,1248895,1890.229,1993,159.8958,1.93493E+12,2.83399E+15,4.38E+18,0.62454,0.65935,0.6868,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,883.2218,964,45.6865,2.96241E+11,1.83797E+14,1.24E+17,0.50522,0.54768,0.58216,,
110,383,f,,,3881.0735,855940,1349.5912,1380,79.6082,5.30674E+11,5.14397E+14,5.32E+17,0.57058,0.61151,0.64356,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
111,383,f,,,3941.2085,863518,1358.7998,1383,45.901,5.38785E+11,5.24342E+14,5.45E+17,0.57115,0.61229,0.64442,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
112,414,f,,,4327.3548,919294,1602.6223,1644,141.4068,9.50917E+11,1.14771E+15,1.46E+18,0.61865,0.65497,0.68321,,Ithomiinae,Melinaea,marsaeus,phasiana,d,Ant,d,Ithomiinae,769.5098,846,3.7505,1.67542E+11,9.07758E+13,5.34E+16,0.50462,0.54635,0.58021,,
113,414,f,,,4442.6858,920699,1633.2961,1671,161.8719,1.01313E+12,1.25619E+15,1.64E+18,0.62777,0.66375,0.69175,,Ithomiinae,Melinaea,marsaeus,phasiana,d,Ant,g,Ithomiinae,760.7735,839,28.2456,1.64607E+11,8.82223E+13,5.13E+16,0.50397,0.54541,0.57906,,
114,414,f,,,3249.444,595276,1131.2667,1165,92.2433,2.6816E+11,2.20376E+14,1.93E+17,0.57612,0.61634,0.64791,,Ithomiinae,Melinaea,marsaeus,phasiana,,,,,,,,,,,,,,,
115,414,f,,,3373.3851,617227,1158.3227,1199,74.2385,2.96478E+11,2.51093E+14,2.27E+17,0.57804,0.61798,0.64946,,Ithomiinae,Melinaea,marsaeus,phasiana,,,,,,,,,,,,,,,
116,414,f,,,4419.4381,920806,1633.216,1672,196.1045,1.01299E+12,1.25586E+15,1.64E+18,0.62731,0.66327,0.69124,,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,d,Ithomiinae,760.9547,840,23.0297,1.64068E+11,8.78409E+13,5.10E+16,0.50251,0.54396,0.57759,,
117,414,f,,,4354.7274,920613,1606.4717,1646,139.7883,9.64427E+11,1.17009E+15,1.50E+18,0.62182,0.65809,0.6863,,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,769.1403,846,5.0996,1.68907E+11,9.16918E+13,5.40E+16,0.50631,0.54792,0.58171,,
118,414,f,,,3450.1719,615301,1154.5421,1203,78.1497,2.96901E+11,2.51633E+14,2.28E+17,0.57743,0.61701,0.64826,,Ithomiinae,Melinaea,marsaeus,phasiana,,,,,,,,,,,,,,,
119,414,f,,,3289.2186,594727,1130.8193,1165,89.0299,2.67348E+11,2.19548E+14,1.92E+17,0.57551,0.61576,0.64735,,Ithomiinae,Melinaea,marsaeus,phasiana,,,,,,,,,,,,,,,
120,484,f,,,4306.6025,908472,1579.3685,1638,110.8602,9.19454E+11,1.09697E+15,1.38E+18,0.61418,0.6501,0.67812,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
121,484,f,,,4463.0706,902431,1580.1785,1639,105.2872,9.34621E+11,1.12479E+15,1.43E+18,0.62091,0.65661,0.68455,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
122,484,f,,,3286.1719,613321,1161.4478,1176,50.6916,2.71202E+11,2.23514E+14,1.97E+17,0.56545,0.60739,0.64009,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
123,484,f,,,3669.9192,622240,1168.7808,1192,56.2541,3.04573E+11,2.60452E+14,2.38E+17,0.58694,0.62755,0.65962,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
124,484,f,,,4469.1955,907669,1585.5974,1644,114.9305,9.486E+11,1.14657E+15,1.46E+18,0.62184,0.65754,0.68551,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
125,484,f,,,4295.6147,907771,1580.8779,1639,106.35,9.18336E+11,1.09584E+15,1.38E+18,0.61367,0.64965,0.67772,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
126,484,f,,,4194.3599,622138,1170.2786,1192,39.9532,3.04096E+11,2.60148E+14,2.38E+17,0.58652,0.62734,0.6596,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
127,484,f,,,3340.6988,611614,1158.6992,1167,50.6396,2.69627E+11,2.21803E+14,1.95E+17,0.56895,0.61107,0.64393,,Ithomiinae,Melinaea,satevis,cydon,,,,,,,,,,,,,,,
128,542,m,,,4279.2817,805148,1595.6964,1639,52.4455,7.64008E+11,8.97039E+14,1.12E+18,0.59434,0.63251,0.66237,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
129,542,m,,,4150.6786,729670,1386.5325,1394,-14.6077,4.8597E+11,4.87214E+14,5.22E+17,0.58543,0.627,0.65977,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
130,542,m,,,3115.579,488316,1023.6924,1021,50.1285,1.56416E+11,1.11383E+14,8.51E+16,0.55433,0.59843,0.63276,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
131,542,m,,,3618.3801,478141,1016.6133,1036,0.20704,1.5415E+11,1.10158E+14,8.47E+16,0.54807,0.59173,0.62615,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
132,542,m,,,4234.367,732923,1390.4952,1397,-0.49195,4.87541E+11,4.89133E+14,5.25E+17,0.58382,0.62555,0.65844,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
133,542,m,,,4277.9507,806997,1599.5229,1642,52.6357,7.66193E+11,9.00495E+14,1.12E+18,0.59342,0.63168,0.66161,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
134,542,m,,,3543.309,479531,1015.4217,1033,-26.6338,1.52045E+11,1.07984E+14,8.25E+16,0.5451,0.58895,0.62343,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
135,542,m,,,3157.378,488526,1024.6339,1020,4.8778,1.56738E+11,1.1169E+14,8.54E+16,0.55532,0.59948,0.63384,,Ithomiinae,Melinaea,ludovica,ludovica,,,,,,,,,,,,,,,
136,674,f,,,4770.1143,1108776,1759.7734,1821,158.2263,1.35929E+12,1.79373E+15,2.51E+18,0.60803,0.64466,0.67328,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,837.5281,920,-19.4399,2.36147E+11,1.38741E+14,8.85E+16,0.50163,0.54367,0.57774,,
137,674,f,,,4819.83,1117064,1779.1826,1849,179.668,1.42134E+12,1.9066E+15,2.71E+18,0.61006,0.64633,0.67472,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,835.4348,916,13.8988,2.36447E+11,1.38472E+14,8.80E+16,0.50226,0.54433,0.57843,,
138,674,f,,,3751.1669,776889,1270.9848,1277,36.0365,4.04571E+11,3.63004E+14,3.48E+17,0.5651,0.60766,0.64081,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
139,674,f,,,3808.0786,777817,1275.8504,1279,91.7035,4.12096E+11,3.72189E+14,3.59E+17,0.5691,0.61154,0.64459,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
140,674,f,,,4890.7661,1116476,1779.2,1850,171.3706,1.42607E+12,1.91573E+15,2.72E+18,0.61091,0.64713,0.67549,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,834.7827,914,17.3783,2.36705E+11,1.38642E+14,8.81E+16,0.50377,0.54584,0.57994,,
141,674,f,,,4769.2859,1108915,1761.1276,1821,147.4601,1.35712E+12,1.79005E+15,2.50E+18,0.6075,0.64419,0.67284,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,836.8517,919,-16.3349,2.36904E+11,1.39267E+14,8.89E+16,0.50295,0.54492,0.57896,,
142,674,f,,,3796.3973,777737,1274.858,1279,96.5034,4.1222E+11,3.72232E+14,3.59E+17,0.56922,0.61158,0.64458,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
143,674,f,,,3740.5983,777272,1270.8149,1274,29.434,4.04425E+11,3.62731E+14,3.48E+17,0.56619,0.60884,0.64205,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
144,675, ,,,4891.0331,1073927,1771.6772,1868,175.9266,1.35118E+12,1.80819E+15,2.57E+18,0.60047,0.63686,0.66555,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,797.21,862,-58.1349,2.02611E+11,1.12587E+14,6.79E+16,0.50389,0.54701,0.58172,,
145,675, ,,,4847.7955,1089652,1741.3302,1795,73.1862,1.20911E+12,1.53973E+15,2.08E+18,0.58685,0.62516,0.65512,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,826.2957,904,-64.5934,2.15127E+11,1.23264E+14,7.69E+16,0.49151,0.53499,0.57018,,
146,675, ,,,3987.3405,757787,1224.3021,1263,6.6437,3.80759E+11,3.34043E+14,3.14E+17,0.56124,0.60258,0.6351,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
147,675, ,,,3848.6887,754654,1198.0246,1205,16.933,3.43197E+11,2.89095E+14,2.61E+17,0.55964,0.60271,0.63634,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
148,675, ,,,4926.0798,1090526,1741.1682,1795,121.6138,1.20913E+12,1.5393E+15,2.08E+18,0.58662,0.62493,0.65489,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,826.9662,905,-66.7822,2.16412E+11,1.24236E+14,7.77E+16,0.49224,0.53566,0.57081,,
149,675, ,,,4827.7194,1073100,1771.4893,1867,187.2862,1.347E+12,1.80092E+15,2.55E+18,0.60009,0.63651,0.66521,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,796.6858,862,-58.4482,2.02659E+11,1.12616E+14,6.79E+16,0.50415,0.5472,0.58186,,
150,675, ,,,3774.706,751471,1195.0425,1205,11.1343,3.42072E+11,2.88047E+14,2.60E+17,0.55991,0.60283,0.63638,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
151,675, ,,,3995.1568,758406,1225.0794,1265,29.4408,3.80461E+11,3.33687E+14,3.13E+17,0.5599,0.60125,0.63375,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
152,684,f,,,4942.4402,1144062,1827.9903,1880,155.3792,1.52661E+12,2.09488E+15,3.04E+18,0.61444,0.65075,0.67903,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,842.9465,943,-9.6248,2.50177E+11,1.48798E+14,9.63E+16,0.49589,0.53728,0.57114,,
153,684,f,,,4982.4057,1138059,1824.8111,1882,153.871,1.51663E+12,2.07929E+15,3.01E+18,0.61339,0.64958,0.67777,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,840.3665,935,0.55732,2.41783E+11,1.42377E+14,9.13E+16,0.49297,0.53491,0.56914,,
154,684,f,,,3796.3385,777200,1295.4272,1306,4.8941,4.28366E+11,3.94411E+14,3.88E+17,0.56846,0.61075,0.6438,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
155,684,f,,,3790.4806,783080,1268.6447,1274,49.1926,4.13484E+11,3.72856E+14,3.60E+17,0.57037,0.61293,0.64623,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
156,684,f,,,5006.2879,1138655,1824.6892,1880,145.2063,1.51426E+12,2.07434E+15,3.00E+18,0.6134,0.64964,0.67787,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,841.0647,935,-11.6489,2.42184E+11,1.42718E+14,9.16E+16,0.49325,0.53524,0.56952,,
157,684,f,,,4933.5529,1146032,1829.8159,1883,153.0406,1.53054E+12,2.10162E+15,3.05E+18,0.61372,0.65003,0.67833,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,843.5338,943,4.3439,2.50704E+11,1.49193E+14,9.66E+16,0.49599,0.53745,0.57138,,
158,684,f,,,3795.4512,784798,1268.734,1274,35.9764,4.1466E+11,3.73948E+14,3.61E+17,0.57056,0.61308,0.64634,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
159,684,f,,,3838.6816,777894,1294.0866,1306,5.2135,4.29404E+11,3.954E+14,3.89E+17,0.56889,0.61108,0.64406,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
160,685,f,,,4924.96,1077807,1749.159,1815,137.8673,1.31504E+12,1.73026E+15,2.41E+18,0.60859,0.64513,0.67378,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,818.1634,892,17.9726,2.19164E+11,1.25715E+14,7.82E+16,0.50553,0.54775,0.5819,,
161,685,f,,,4670.3325,1066441,1735.7012,1787,117.9325,1.28946E+12,1.68794E+15,2.34E+18,0.61533,0.65215,0.68102,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,813.0155,890,46.6972,2.15659E+11,1.23102E+14,7.62E+16,0.50527,0.54708,0.58087,,
162,685,f,,,3590.9831,732416,1239.365,1261,29.6679,3.73484E+11,3.30121E+14,3.12E+17,0.56629,0.60803,0.6407,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
163,685,f,,,3632.9242,743937,1260.3827,1278,70.3567,3.90756E+11,3.50509E+14,3.36E+17,0.56709,0.60887,0.64152,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
164,685,f,,,4670.3914,1070718,1739.0014,1802,135.4067,1.29641E+12,1.69886E+15,2.36E+18,0.61063,0.64725,0.67596,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,814.371,892,35.9968,2.17282E+11,1.24236E+14,7.70E+16,0.50502,0.5468,0.58055,,
165,685,f,,,4925.5457,1077765,1747.6438,1814,139.3343,1.31367E+12,1.72755E+15,2.41E+18,0.60862,0.64516,0.67382,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,818.8487,895,17.0257,2.19177E+11,1.25782E+14,7.83E+16,0.50386,0.54602,0.58013,,
166,685,f,,,3642.9831,744073,1258.3379,1275,32.8589,3.90111E+11,3.49486E+14,3.35E+17,0.56791,0.60967,0.64231,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
167,685,f,,,3612.7649,730943,1238.3719,1258,26.7257,3.70753E+11,3.27026E+14,3.08E+17,0.56614,0.60797,0.64071,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
168,686,f,,,4898.1458,1109642,1777.3115,1837,99.9608,1.44118E+12,1.94762E+15,2.78E+18,0.62038,0.65665,0.68515,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,833.281,921,16.137,2.37117E+11,1.3942E+14,8.91E+16,0.50192,0.54382,0.57801,,
169,686,f,,,4850.097,1117276,1768.4448,1820,113.483,1.37134E+12,1.81255E+15,2.54E+18,0.60872,0.64561,0.67446,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,842.3155,932,27.6992,2.40228E+11,1.42015E+14,9.13E+16,0.49753,0.53948,0.57362,,
170,686,f,,,3687.5933,783339,1287.8339,1305,46.1739,4.27396E+11,3.91272E+14,3.83E+17,0.56602,0.60799,0.64081,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
171,686,f,,,3715.6349,778589,1278.5209,1306,0.020411,4.21726E+11,3.84501E+14,3.75E+17,0.56353,0.60523,0.63791,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
172,686,f,,,4822.7833,1115122,1766.5639,1818,134.1289,1.36448E+12,1.80082E+15,2.52E+18,0.60846,0.64534,0.67417,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,841.5898,931,6.5123,2.39849E+11,1.41735E+14,9.10E+16,0.49815,0.54005,0.57415,,
173,686,f,,,4849.4696,1108348,1776.4281,1836,97.6786,1.43964E+12,1.94541E+15,2.78E+18,0.62075,0.65701,0.68551,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,832.7195,920,17.2051,2.36738E+11,1.39141E+14,8.89E+16,0.50235,0.54426,0.57846,,
174,686,f,,,3735.7771,780891,1277.8973,1301,43.5003,4.23446E+11,3.86052E+14,3.76E+17,0.56601,0.60777,0.64048,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
175,686,f,,,3724.0369,781877,1286.8821,1305,29.0644,4.26654E+11,3.905E+14,3.82E+17,0.56605,0.60797,0.64075,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
176,687,m,,,5271.6849,1165688,1857.1971,1975,118.153,1.65975E+12,2.34987E+15,3.52E+18,0.60417,0.63962,0.6676,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,d,Ithomiinae,839.0789,935,-68.4536,2.47497E+11,1.46105E+14,9.41E+16,0.49281,0.53524,0.57004,,
177,687,m,,,4939.6361,1158404,1835.126,1914,103.2945,1.51863E+12,2.07954E+15,3.02E+18,0.59821,0.63498,0.6638,,Ithomiinae,Melinaea,marsaeus,mothone,d,Ant,g,Ithomiinae,844.2294,935,-46.9961,2.4425E+11,1.44325E+14,9.31E+16,0.49111,0.53417,0.56942,,
178,687,m,,,3997.8502,718547,1376.165,1317,-242.1503,3.8036E+11,3.56234E+14,3.59E+17,0.55244,0.60095,0.6383,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
179,687,m,,,3812.9141,832806,1279.0412,1310,89.3553,4.52988E+11,4.13958E+14,4.05E+17,0.56299,0.60469,0.63744,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
180,687,m,,,4957.1925,1159707,1837.1799,1916,101.3663,1.51842E+12,2.07886E+15,3.02E+18,0.59721,0.63401,0.66285,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,d,Ithomiinae,844.3191,936,-49.2225,2.45698E+11,1.45407E+14,9.39E+16,0.49176,0.53473,0.56994,,
181,687,m,,,5235.3174,1167224,1860.6827,1974,117.3336,1.6598E+12,2.35004E+15,3.52E+18,0.60409,0.63968,0.66775,,Ithomiinae,Melinaea,marsaeus,mothone,v,Ant,g,Ithomiinae,838.6464,934,-70.7244,2.46106E+11,1.44947E+14,9.31E+16,0.49163,0.53416,0.56902,,
182,687,m,,,3819.2745,833031,1279.3966,1305,99.9934,4.40379E+11,3.98534E+14,3.86E+17,0.55715,0.59932,0.6323,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
183,687,m,,,3979.039,716691,1374.1972,1315,-241.4414,3.78554E+11,3.54095E+14,3.56E+17,0.55268,0.60118,0.63851,,Ithomiinae,Melinaea,marsaeus,mothone,,,,,,,,,,,,,,,
184,688,f,,,4612.8279,972869,1696.2857,1752,134.9609,1.07198E+12,1.34832E+15,1.80E+18,0.59914,0.63637,0.66545,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
185,688,f,,,4694.9772,973471,1703.7573,1756,135.0309,1.08542E+12,1.37318E+15,1.84E+18,0.60133,0.63867,0.66788,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
186,688,f,,,3401.1841,637090,1197.9812,1238,-13.5538,3.04826E+11,2.6116E+14,2.40E+17,0.55873,0.60004,0.63261,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
187,688,f,,,3746.9486,650832,1231.9301,1285,43.8888,3.48787E+11,3.13159E+14,3.01E+17,0.56969,0.60981,0.64168,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
188,688,f,,,4682.2076,973659,1702.8163,1755,134.3216,1.0849E+12,1.37189E+15,1.84E+18,0.60147,0.63879,0.66799,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
189,688,f,,,4656.0899,973882,1697.3202,1745,136.4709,1.07079E+12,1.34603E+15,1.79E+18,0.6009,0.63834,0.66758,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
190,688,f,,,3736.8481,652066,1231.168,1284,47.5263,3.49731E+11,3.1398E+14,3.02E+17,0.57037,0.61043,0.64225,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
191,688,f,,,3450.6816,635969,1197.5592,1236,-13.0561,3.04658E+11,2.61103E+14,2.40E+17,0.55998,0.60132,0.63393,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
192,689,f,,,4382.4503,872059,1610.2788,1690,91.802,9.19305E+11,1.12052E+15,1.45E+18,0.60753,0.64329,0.67138,,Ithomiinae,Melinaea,isocomma,simulator,,,,,,,,,,,,,,,
